437,20
520,75
257,51
445,6
415,1
186,36
825,76
34,16
604,20
734,80
780,18
148,77
380,91
46,18
638,45
755,70
61,68
831,40
146,4
49,70
185,43
573,39
389,92
469,73
804,48
60,72
771,68
624,100
155,47
255,31
293,3
416,89
379,52
290,35
208,18
786,54
307,78
710,12
30,87
57,100
391,60
204,83
84,20
544,65
618,67
359,50
783,75
628,23
718,87
225,41
186,38
689,82
464,6
861,41
183,9
765,42
228,72
37,77
283,44
240,62
835,36
13,69
372,50
377,27
201,28
59,31
283,14
716,58
761,46
524,79
404,73
214,48
808,52
485,36
882,100
602,33
357,94
815,3
607,96
344,51
668,87
417,36
105,15
460,80
460,44
676,85
276,65
558,72
772,30
854,94
348,1
354,81
52,22
266,86
246,30
482,53
10,57
244,64
104,37
594,68
553,94
874,97
687,65
394,93
710,36
772,48
324,83
666,73
626,23
629,41
13,41
868,58
135,54
525,33
267,83
16,91
720,32
652,37
799,58
830,3
709,57
293,92
316,74
390,58
217,56
675,40
519,79
132,94
501,70
317,73
115,79
76,35
121,42
455,39
174,96
86,60
876,40
505,25
477,27
282,86
608,4
688,62
75,48
503,17
336,56
419,36
558,88
494,75
858,63
99,44
366,24
265,72
197,4
803,94
882,3
687,7
345,11
506,35
622,20
509,80
41,97
637,39
85,7
354,94
370,81
68,67
60,69
175,50
423,62
286,13
236,82
230,16
437,15
805,45
645,65
499,67
239,98
90,71
195,54
128,58
450,93
360,42
130,67
606,7
413,6
745,2
862,89
584,63
673,68
189,44
328,72
147,22
51,64
481,76
210,20
151,23
707,22
345,22
526,68
699,98
899,26
288,58
123,8
607,41
12,77
120,34
525,39
36,31
534,15
214,40
318,63
696,72
180,33
434,56
793,22
334,95
88,60
773,1
268,60
275,14
801,43
851,8
116,9
239,79
321,23
773,15
880,7
146,38
737,67
598,19
465,95
706,93
521,16
417,38
315,3
459,49
841,13
594,11
218,45
798,42
610,2
769,38
782,78
486,34
459,92
96,88
514,53
102,42
82,54
801,61
463,19
359,69
485,94
705,95
188,63
678,10
410,26
412,56
133,40
504,20
787,90
202,53
381,75
190,67
214,68
647,24
727,1
246,67
486,32
183,51
115,81
510,9
822,81
167,15
847,45
340,24
36,76
274,16
129,89
76,21
254,92
168,75
41,58
97,25
147,79
142,25
584,11
817,2
858,47
574,29
339,10
423,41
847,33
329,41
658,41
380,76
342,36
5,73
745,85
52,86
14,69
259,23
643,41
860,40
129,98
88,19
459,41
126,7
491,17
361,62
101,57
393,82
419,47
868,52
293,5
466,100
14,17
638,14
850,56
448,94
224,40
575,26
632,42
476,2
898,34
291,33
533,49
85,2
834,50
209,89
527,33
501,100
115,28
484,17
587,81
93,26
418,7
281,2
833,2
898,5
473,54
397,80
480,84
835,77
701,77
801,66
58,60
762,54
194,11
494,53
305,81
43,63
771,72
120,26
415,53
272,54
321,11
230,74
278,76
720,98
389,100
634,11
887,94
385,70
191,40
857,22
536,19
887,83
80,36
173,10
312,30
286,61
318,99
358,35
620,28
175,51
95,83
174,9
883,40
896,6
668,9
675,25
91,9
584,7
609,87
741,76
608,38
893,72
647,38
684,20
701,85
646,51
29,44
357,34
282,79
225,42
675,32
432,92
69,100
650,75
629,18
555,44
316,23
678,32
406,72
296,64
438,63
270,70
148,30
139,89
887,16
312,75
150,92
648,55
481,30
349,57
426,87
344,35
792,98
878,78
280,1
842,90
568,53
353,91
60,50
680,73
426,50
878,33
726,18
766,18
478,58
343,15
395,84
455,9
768,97
105,40
779,58
430,8
828,36
723,55
8,10
838,95
870,85
556,24
81,56
875,28
343,47
750,55
188,55
751,57
899,6
657,8
666,96
779,43
7,67
375,19
229,2
120,44
145,3
50,54
241,60
580,82
153,51
40,53
333,66
856,94
719,5
288,40
468,92
580,84
122,44
30,16
145,48
667,39
745,15
821,40
6,86
309,23
6,66
193,34
269,86
10,96
377,64
708,88
120,99
889,88
802,99
558,25
18,7
529,55
381,45
793,13
759,17
509,83
186,30
883,50
60,98
811,36
326,66
752,79
842,77
154,94
627,36
479,53
711,15
43,20
783,30
107,34
276,81
695,9
304,75
53,74
782,6
67,73
153,77
34,47
293,6
650,14
507,99
507,55
119,84
217,37
34,59
26,37
891,43
705,42
607,57
815,85
326,50
117,29
234,65
173,30
352,69
137,33
36,80
363,18
426,30
50,22
6,96
487,40
600,31
698,55
139,19
518,41
121,10
856,30
543,16
215,8
9,93
440,86
848,18
558,87
395,84
835,14
487,55
460,51
425,25
86,56
788,75
834,83
657,86
376,3
760,49
593,33
227,41
544,79
518,9
13,46
128,29
405,86
560,49
395,75
520,68
433,87
56,21
678,8
555,84
280,47
495,61
138,62
551,35
706,2
302,69
433,50
507,23
887,58
130,6
691,93
343,33
602,50
582,57
30,53
442,92
509,49
759,76
491,41
62,5
85,78
484,28
145,43
613,42
194,75
313,8
22,85
232,67
629,96
571,63
399,48
332,31
386,10
470,18
885,7
426,18
33,96
452,70
569,43
163,58
319,10
715,52
636,53
872,59
676,2
173,22
846,51
788,63
86,60
741,73
21,67
310,3
49,1
83,11
239,77
711,32
500,31
894,2
406,59
874,27
552,28
44,63
183,37
384,73
493,64
54,61
99,63
50,3
716,72
534,39
269,16
301,85
874,8
373,42
285,26
240,14
695,68
805,70
859,21
439,87
868,59
856,74
314,78
703,10
274,71
81,31
673,78
831,12
884,10
750,75
670,13
646,16
2,31
646,11
552,14
711,6
411,71
23,54
393,96
145,8
805,38
207,83
424,13
246,33
345,57
58,85
320,1
315,97
207,6
471,58
324,10
334,95
631,65
535,53
28,71
611,1
163,64
87,50
440,7
277,4
560,11
744,45
150,31
743,73
879,57
212,11
692,47
868,23
564,61
407,77
438,38
32,31
829,11
605,94
438,57
522,48
242,89
552,50
301,84
197,65
860,81
120,79
548,10
873,84
249,33
183,93
581,6
497,32
655,43
334,92
14,42
298,68
514,95
556,41
659,66
119,57
511,73
653,4
360,17
643,5
252,13
711,72
319,25
102,32
151,34
144,6
45,26
813,99
815,16
449,59
37,63
809,23
89,17
158,48
459,1
373,37
316,40
655,35
833,18
691,67
695,14
246,67
96,30
279,91
525,84
607,27
836,22
150,99
352,89
606,21
565,48
165,94
3,5
130,39
786,2
19,11
475,47
252,25
159,21
635,46
819,62
134,78
142,9
588,63
500,24
229,7
184,58
620,88
554,6
815,58
307,5
596,50
10,70
350,60
195,69
427,32
857,10
493,18
414,29
487,67
472,48
565,55
573,93
433,95
677,24
408,71
614,8
553,48
823,93
78,30
211,9
592,9
162,93
195,45
604,100
830,13
786,50
167,84
601,70
513,62
877,48
269,30
683,75
737,15
36,14
51,43
537,60
98,76
27,52
497,82
684,99
833,55
521,82
681,43
38,55
865,87
588,74
133,31
855,79
91,62
850,41
551,4
688,65
830,28
291,96
42,71
374,31
747,16
20,96
593,28
831,88
175,2
534,19
871,78
493,68
684,12
616,28
217,82
746,34
823,98
816,7
338,43
441,9
838,2
291,87
256,100
390,98
246,42
887,39
621,26
584,37
712,64
892,66
359,1
689,78
704,12
881,38
633,15
816,63
250,24
202,27
446,25
390,70
597,56
793,71
67,32
505,56
671,33
856,88
39,93
187,89
341,18
586,37
23,1
134,61
416,45
274,94
270,95
291,53
416,37
536,3
520,44
741,16
477,12
193,36
121,16
807,62
780,43
831,8
725,37
578,43
584,87
397,51
75,64
893,57
348,5
89,93
847,75
430,52
400,90
625,15
880,94
597,65
592,50
460,65
677,53
157,35
711,70
363,35
116,54
805,63
267,41
155,88
705,99
307,8
400,90
900,35
741,19
560,62
557,30
461,60
760,46
461,17
81,52
342,25
578,51
341,86
530,68
550,22
119,99
339,10
708,18
589,5
548,50
349,22
120,80
197,37
423,100
487,92
263,32
298,56
255,95
109,23
514,3
496,69
786,89
713,71
403,73
820,98
379,50
496,41
767,52
532,42
87,77
223,89
766,58
597,22
323,76
396,69
22,9
488,82
708,63
725,13
141,57
753,4
497,74
266,64
141,69
882,61
60,19
188,27
206,86
471,18
201,49
886,1
742,58
315,66
490,91
172,32
848,67
889,85
155,92
404,77
71,52
59,52
82,4
221,96
188,16
322,44
475,61
585,77
189,84
693,35
57,18
2,27
182,93
211,90
747,88
608,24
868,83
218,2
684,37
294,78
412,86
226,52
555,62
73,32
275,70
268,53
603,44
138,21
803,60
726,89
871,78
28,51
890,15
507,50
685,77
152,99
457,100
316,5
536,69
275,44
102,95
116,68
406,13
470,57
741,24
667,12
891,55
15,40
883,88
494,79
155,93
286,3
199,92
263,84
285,99
135,3
508,56
538,58
195,75
874,90
507,51
266,5
137,54
332,7
260,88
204,74
712,20
686,71
72,76
299,81
782,22
563,11
652,66
502,40
447,79
480,83
143,61
865,86
631,5
485,90
374,7
793,22
198,4
774,66
572,6
746,92
363,27
153,28
817,55
205,45
743,53
871,5
361,46
482,47
161,55
804,12
342,22
153,60
17,29
444,79
592,42
666,67
427,4
276,81
731,67
747,64
450,71
294,12
784,18
827,60
755,42
100,37
522,21
766,15
686,88
343,7
408,20
11,41
511,56
163,5
383,75
895,15
850,46
627,62
216,99
538,27
833,67
684,9
386,4
131,94
73,34
654,21
886,52
34,92
728,1
438,58
607,91
659,53
11,70
370,58
896,59
50,63
4,80
799,96
410,42
795,31
774,15
161,46
118,27
807,85
140,22
480,65
512,52
472,24
742,47
218,30
490,22
863,71
885,77
81,25
87,54
493,72
760,90
656,22
132,76
369,33
884,29
571,25
544,21
164,6
634,2
684,7
87,83
627,57
854,5
41,95
634,30
816,45
147,22
443,90
529,71
334,41
773,31
2,19
59,43
429,4
638,48
182,92
115,25
751,93
827,25
622,7
404,84
11,4
5,55
605,93
164,36
615,3
374,13
607,11
672,16
471,4
535,84
582,74
186,75
307,74
372,53
346,50
432,51
739,28
783,7
708,28
472,70
118,63
679,5
378,1
526,57
175,71
253,81
629,95
650,32
527,7
835,84
689,14
149,72
265,68
329,66
734,32
591,94
358,28
105,39
415,57
639,82
764,20
37,2
733,16
44,92
805,89
448,57
97,64
237,75
659,71
494,30
317,16
812,12
452,81
738,32
609,96
673,8
164,12
325,34
289,42
400,35
855,70
727,24
470,30
188,57
262,94
259,25
537,45
575,31
733,86
50,14
264,69
218,25
267,87
745,56
790,82
760,93
553,98
33,96
828,26
8,71
141,33
503,69
671,54
743,74
731,89
207,95
850,85
490,13
879,5
525,18
181,20
740,78
544,38
891,93
507,49
297,48
367,87
340,70
808,78
564,88
94,64
701,73
486,12
471,73
831,53
494,51
378,90
147,87
281,76
342,32
376,48
563,99
479,69
832,38
46,23
809,86
285,68
399,52
223,56
260,77
783,35
604,36
273,30
589,77
445,83
567,99
301,14
866,98
103,47
710,87
439,71
14,74
105,78
716,90
357,29
699,72
789,93
775,18
145,32
301,83
170,66
230,36
599,1
215,66
53,5
639,100
190,90
775,40
419,31
231,75
539,52
550,71
279,13
432,46
191,12
565,34
364,25
585,83
168,100
839,60
269,34
355,43
651,47
422,82
555,81
616,19
733,4
739,33
631,1
677,81
114,6
827,100
339,15
288,21
848,25
446,34
700,26
488,21
376,50
108,57
126,69
149,77
677,43
899,38
163,6
104,43
431,74
107,33
142,6
604,37
570,87
836,8
743,27
532,79
195,96
73,90
345,95
684,18
648,32
641,73
731,19
449,42
415,19
217,36
231,85
607,24
41,62
410,79
281,100
323,3
522,94
471,82
271,30
126,83
104,95
845,14
678,90
781,39
290,3
136,10
47,92
468,93
710,45
779,79
796,39
230,43
645,19
168,83
390,9
293,94
484,6
239,48
667,82
653,2
724,52
333,59
270,99
857,63
667,14
680,67
452,46
375,50
608,48
862,73
463,93
700,23
524,58
595,40
271,47
747,42
358,58
280,24
392,41
293,78
800,70
129,26
215,82
689,60
217,53
408,49
56,24
470,83
315,49
285,3
292,63
852,89
898,20
640,61
32,2
5,55
422,59
645,85
154,30
815,76
116,75
340,71
361,100
795,3
244,39
820,62
659,69
679,39
355,83
121,97
429,60
364,34
507,70
280,94
83,32
645,9
491,55
789,98
270,46
472,43
142,92
619,85
607,96
115,34
148,73
702,98
710,74
307,60
98,48
492,82
842,84
860,26
664,11
653,68
510,24
717,32
352,7
675,41
310,67
560,32
240,15
92,87
570,34
739,68
793,96
145,45
659,66
771,75
62,33
468,27
377,84
211,7
242,70
380,1
567,47
743,85
626,30
827,79
708,11
768,96
896,12
874,37
677,73
652,60
888,46
166,45
769,97
503,68
872,23
225,24
140,6
183,92
393,26
152,55
270,82
31,3
585,84
15,27
446,35
364,98
827,39
666,47
825,7
874,63
381,37
832,92
264,76
404,16
621,11
664,77
367,97
816,36
301,93
793,42
876,73
564,37
365,71
690,99
792,92
247,29
841,9
402,77
744,45
141,27
225,63
714,26
472,91
168,56
54,80
451,66
462,52
477,63
432,58
854,91
393,13
91,26
385,72
606,11
837,43
692,4
187,50
68,63
634,100
507,47
281,79
145,68
607,52
555,68
769,53
439,21
308,65
824,67
239,83
707,97
110,94
286,80
721,58
808,51
822,97
783,38
899,31
136,22
351,61
356,76
225,28
439,18
94,66
891,14
298,14
372,32
578,53
345,48
134,79
320,25
720,38
646,33
724,54
646,64
96,86
698,23
578,43
613,72
67,63
511,48
572,15
199,23
223,93
462,98
851,76
557,96
245,45
757,49
234,74
677,58
364,5
603,97
172,36
58,40
180,1
667,52
358,58
272,80
348,3
273,58
437,3
268,81
186,83
114,18
345,59
776,11
407,95
643,32
299,83
190,75
259,45
188,41
888,95
224,92
433,59
749,51
123,76
243,82
819,33
375,2
48,62
99,66
40,72
710,57
194,33
373,32
842,95
42,9
325,17
439,4
318,12
248,18
329,81
746,48
553,34
121,65
181,34
399,14
783,3
543,75
458,86
638,40
748,16
707,32
796,96
272,43
340,37
504,31
119,4
832,21
349,46
582,71
440,81
14,93
128,53
568,72
252,64
652,70
335,81
745,85
153,20
672,68
885,68
537,74
428,15
676,45
740,96
844,57
900,74
817,69
269,50
240,10
574,35
775,52
141,83
434,54
495,49
362,4
519,97
406,10
818,40
146,17
580,72
892,9
524,50
106,50
681,35
721,55
509,18
713,75
759,27
824,43
31,30
73,10
278,43
216,4
669,60
419,6
23,60
783,93
169,23
283,99
875,80
250,1
260,63
803,59
828,25
419,38
499,79
825,56
57,42
675,5
641,24
46,8
123,39
256,88
816,54
835,69
504,47
306,80
64,75
855,72
15,36
681,25
414,92
270,98
508,34
757,68
678,1
235,52
112,21
230,19
732,56
573,4
847,74
530,34
221,49
187,63
422,40
167,30
430,88
774,65
742,9
750,75
193,38
564,80
554,38
30,78
823,89
39,77
590,51
720,56
523,47
99,100
802,71
729,77
777,85
780,73
648,28
73,54
616,73
744,97
174,61
580,14
466,98
568,38
721,52
410,52
405,11
883,60
223,91
551,70
858,96
582,86
862,25
369,27
229,68
838,97
542,29
485,57
574,47
518,82
813,37
780,90
232,49
548,52
893,70
283,23
256,14
519,75
445,99
702,75
740,79
418,26
577,20
47,24
110,89
659,36
394,57
621,35
685,90
96,29
23,86
886,67
827,71
142,65
93,1
859,50
598,39
153,42
557,46
458,36
402,8
407,65
202,69
844,6
689,91
587,19
204,40
804,22
465,27
321,28
401,28
704,60
518,60
319,94
398,71
599,56
97,40
228,69
473,79
320,62
193,15
84,37
811,93
58,86
447,2
540,7
132,27
865,87
173,64
727,37
787,50
699,82
769,20
154,84
344,100
295,52
685,33
475,81
429,65
805,61
178,14
885,21
167,23
728,41
261,51
459,8
414,87
303,59
87,96
142,34
358,13
508,31
611,70
329,32
409,33
639,88
92,76
781,67
47,96
169,72
154,2
415,17
144,99
206,35
660,34
227,6
304,46
601,67
145,49
224,66
171,23
796,12
857,71
608,67
694,54
386,80
624,41
483,90
426,57
118,56
15,100
883,44
551,63
566,100
878,39
508,97
313,25
28,17
320,65
613,24
470,82
73,91
790,100
241,100
672,31
552,45
566,45
116,84
526,82
436,86
193,25
375,75
310,31
411,28
6,1
891,45
415,9
715,75
873,27
303,94
497,91
5,44
504,62
373,23
643,44
292,50
760,60
385,28
359,91
446,44
725,20
202,74
755,95
503,39
439,58
757,90
245,65
13,20
465,97
196,90
492,59
587,48
338,68
596,2
431,87
492,15
486,39
840,74
283,86
91,78
815,19
842,39
21,10
767,3
1,30
111,71
658,44
705,44
796,30
601,24
356,34
190,52
662,9
281,47
17,39
431,21
113,4
727,23
857,28
154,36
879,7
190,32
526,96
238,44
429,40
256,97
843,39
143,12
623,37
285,2
762,48
164,44
780,44
846,20
580,84
421,51
888,53
283,95
821,72
744,32
768,36
751,73
410,45
603,10
1,7
374,36
202,48
638,25
461,86
566,45
611,43
554,74
783,58
97,85
763,54
441,57
24,76
753,92
582,99
456,25
187,1
82,77
441,69
327,74
383,73
368,2
172,51
444,82
485,78
271,75
619,33
834,80
134,36
278,7
131,29
521,97
613,77
755,88
591,25
575,74
198,61
484,12
790,24
374,72
781,34
52,22
469,91
90,73
320,92
788,48
355,35
874,51
128,55
312,49
870,6
379,32
780,68
492,8
861,53
858,5
700,33
444,87
251,59
742,28
334,75
307,75
712,16
253,28
122,49
578,60
837,21
656,54
867,47
160,13
599,44
718,88
644,3
454,24
559,36
789,76
209,80
579,95
310,53
93,9
269,56
585,16
750,84
275,57
616,7
344,87
53,36
76,43
849,76
746,92
338,55
369,78
188,36
421,98
655,58
309,43
779,50
58,13
282,85
731,98
625,88
430,99
255,37
419,24
556,55
809,22
575,87
657,100
82,50
253,27
201,51
155,60
427,36
33,51
771,24
527,73
40,45
101,7
49,65
597,23
578,70
526,14
767,92
309,11
28,20
2,13
895,45
879,81
571,57
261,53
585,82
170,92
299,59
375,2
767,2
813,16
424,54
198,76
165,73
294,83
591,78
447,14
71,27
666,78
272,41
176,23
375,40
52,18
781,32
744,54
278,44
725,86
216,98
411,2
820,34
752,50
633,86
334,73
59,22
315,6
550,53
485,43
72,5
347,43
444,32
881,25
660,30
464,96
445,4
138,57
8,94
102,19
258,52
853,56
17,23
28,89
83,28
777,48
535,45
404,63
514,87
418,86
100,31
657,78
292,44
253,54
129,11
656,44
120,22
485,94
66,81
429,10
219,99
11,20
461,41
700,58
719,48
885,27
849,5
78,74
340,34
448,98
511,64
124,32
130,51
698,79
256,24
318,41
464,51
61,3
504,21
874,98
68,92
53,25
544,24
64,72
207,65
171,90
532,93
319,6
713,94
26,65
272,39
562,2
27,25
187,4
503,97
506,6
227,49
431,10
883,71
220,66
394,6
50,65
168,69
136,97
246,67
712,85
556,14
430,6
763,7
829,98
162,84
822,97
45,77
354,48
860,14
186,35
732,10
706,3
779,53
593,87
382,84
501,32
615,4
644,62
39,88
621,78
602,25
533,65
723,2
23,80
210,76
236,41
688,94
503,43
690,99
360,75
493,46
749,34
780,36
264,22
487,1
489,74
92,98
635,1
701,86
589,39
585,57
735,77
528,5
144,83
399,96
485,84
95,45
340,17
141,67
40,81
250,30
155,56
834,62
656,14
18,41
267,86
742,73
666,43
274,49
111,81
822,30
884,19
316,70
220,92
887,69
48,39
123,98
211,15
650,3
146,32
836,92
592,80
371,20
618,86
668,40
62,14
725,5
347,66
463,87
230,31
577,74
722,94
24,9
661,68
373,24
342,8
900,70
761,96
570,60
788,70
230,14
153,93
216,67
668,72
293,80
690,62
426,85
448,48
148,47
864,69
148,75
425,66
423,32
866,91
793,13
691,86
180,90
248,62
58,11
719,55
841,89
838,41
40,57
704,40
186,76
585,68
288,62
655,19
774,96
262,88
531,80
9,55
258,82
880,13
865,14
564,47
86,77
369,59
372,19
282,20
820,26
464,90
671,96
577,27
755,76
245,43
150,62
667,93
651,49
26,70
816,78
422,90
732,3
836,19
780,58
150,86
262,38
639,1
388,49
787,64
849,41
107,68
554,99
149,53
377,48
481,21
492,4
508,99
271,6
422,75
852,59
593,45
211,67
307,45
498,31
804,26
858,93
705,3
737,51
766,18
310,96
873,65
824,30
823,98
533,87
45,65
766,26
81,95
491,11
54,82
79,18
845,72
103,85
307,41
58,42
138,21
340,22
767,7
700,51
433,99
484,31
787,74
74,26
7,60
872,19
131,33
519,89
404,16
311,9
871,9
188,45
145,71
511,38
486,96
167,17
369,97
680,53
817,79
715,69
808,52
825,44
441,43
866,60
826,77
552,93
305,67
742,1
858,13
577,57
354,98
812,77
683,80
356,65
791,7
509,45
727,18
815,38
513,49
255,82
133,57
625,9
609,69
244,17
305,86
330,42
775,19
248,44
248,59
842,8
672,95
463,49
336,38
59,7
141,39
216,86
823,91
442,37
283,2
35,7
599,59
245,69
623,17
890,37
726,28
63,63
610,70
555,30
870,93
15,20
812,46
700,87
760,20
814,28
814,2
28,23
362,17
235,32
194,9
146,56
885,27
136,46
433,17
368,25
618,86
161,98
349,90
338,16
90,30
558,9
268,47
305,94
779,95
679,36
804,85
578,77
44,18
471,62
166,92
75,30
866,57
67,9
5,17
865,39
371,63
617,71
476,3
487,99
258,77
348,2
521,28
524,45
801,2
7,23
88,16
899,93
733,29
483,95
458,99
156,34
483,16
732,95
126,89
657,86
373,55
363,69
406,74
44,41
40,78
517,33
490,72
470,10
455,50
385,10
695,87
581,69
364,32
390,68
658,16
612,42
627,74
8,1
92,30
703,38
594,61
496,65
442,14
112,41
407,60
776,26
889,78
646,65
321,2
614,22
439,47
608,26
862,89
656,56
540,30
32,1
592,76
605,12
249,57
367,84
278,9
143,70
621,83
780,36
48,77
599,82
576,46
596,17
384,82
869,54
607,97
86,43
241,52
719,52
657,22
516,28
800,28
35,90
522,46
286,38
479,87
545,74
449,80
184,54
73,96
304,86
818,95
860,41
791,88
752,11
393,34
859,76
780,10
537,61
698,2
781,40
291,95
146,41
61,56
245,41
814,53
248,60
4,66
722,7
607,52
410,62
254,83
644,59
868,55
691,16
471,7
609,12
483,8
431,64
478,37
96,88
731,43
308,75
490,10
158,23
737,11
652,71
392,63
521,38
380,17
426,84
29,5
8,74
592,76
569,26
273,24
517,35
484,64
591,82
84,54
215,81
584,72
332,79
761,91
523,17
529,68
419,72
882,87
319,76
517,35
365,60
896,63
248,19
5,55
429,26
11,28
54,51
73,21
90,77
382,89
53,37
151,77
33,33
248,83
641,43
837,96
466,38
148,27
148,17
412,57
47,72
204,7
828,16
336,22
632,80
234,98
708,63
28,71
742,10
283,55
760,92
676,8
626,55
583,79
792,71
687,17
624,40
353,3
891,1
730,14
451,86
477,95
813,15
96,81
556,34
112,55
783,21
264,78
493,84
391,73
348,98
104,64
25,66
736,22
211,23
769,17
679,17
394,57
699,70
396,84
362,40
488,73
233,53
11,60
510,32
26,21
859,51
498,52
438,34
146,82
771,26
765,88
205,70
685,97
281,10
531,90
503,9
374,73
774,69
306,62
70,81
334,53
289,84
81,12
206,89
582,25
436,74
365,71
557,7
667,91
429,63
635,28
362,69
692,83
737,67
212,96
497,37
421,4
478,96
771,52
547,62
217,36
878,34
640,2
876,95
355,68
477,71
141,29
877,28
346,98
568,95
320,65
436,95
473,9
231,60
146,60
583,43
192,6
107,49
221,60
675,80
638,94
82,15
778,5
92,26
323,37
738,24
893,93
897,56
732,57
762,62
829,26
16,17
529,30
540,79
58,9
899,89
776,34
450,29
683,12
504,8
572,10
182,78
249,55
703,34
871,15
514,9
866,12
426,31
779,72
607,71
463,52
613,32
811,96
403,43
65,68
655,63
272,85
602,83
111,76
890,28
866,11
287,94
651,11
623,9
837,5
381,14
755,69
384,81
27,45
369,91
334,19
859,80
251,54
753,92
584,87
677,98
268,85
156,73
634,47
866,7
624,93
543,52
328,48
737,87
76,8
222,35
398,83
64,39
20,39
579,31
83,40
393,43
235,40
779,71
96,14
724,83
743,70
742,73
99,23
152,34
596,55
496,92
686,47
229,56
21,77
276,23
433,6
380,68
701,36
245,67
431,88
125,65
586,47
788,71
440,46
162,16
735,66
824,52
173,32
173,73
873,55
419,54
853,77
587,70
368,61
240,67
890,50
603,77
445,56
388,71
54,77
710,9
377,29
23,51
354,97
709,86
540,8
45,96
890,73
750,16
301,22
834,32
436,87
232,89
163,13
477,21
144,35
704,36
538,27
493,39
815,61
679,41
59,32
169,3
443,64
481,52
635,83
180,80
245,93
296,78
684,66
851,32
405,79
27,51
202,37
485,63
187,43
812,52
81,59
764,69
88,81
321,1
743,3
407,76
812,92
26,44
648,17
110,35
616,21
239,100
8,80
813,2
207,5
311,76
671,8
414,62
321,86
878,7
479,3
159,60
4,58
840,40
243,63
862,26
822,31
520,3
616,57
172,13
658,39
38,52
25,12
403,19
526,65
415,45
579,20
881,84
731,22
616,61
238,26
251,74
6,68
264,82
866,23
214,14
307,86
776,15
657,69
126,19
442,3
485,40
350,65
533,73
517,15
638,67
397,45
209,2
781,65
798,36
715,18
880,72
4,29
58,27
410,41
406,8
316,36
602,80
357,14
846,88
416,93
350,79
310,70
351,65
503,40
574,84
131,81
23,90
178,88
371,83
75,33
50,13
359,10
174,20
599,43
709,70
337,28
881,13
328,15
894,21
84,16
837,96
728,56
818,17
128,77
659,20
126,28
310,16
767,61
323,89
742,8
439,84
255,95
399,29
626,2
227,33
771,18
611,46
734,24
528,46
654,57
604,70
366,7
511,33
76,40
575,96
787,89
392,83
86,11
199,88
555,21
178,94
457,94
71,73
489,18
845,59
773,17
648,66
891,60
850,58
581,26
528,23
495,78
708,93
740,79
799,18
477,91
490,64
498,38
441,93
763,88
152,3
719,88
151,46
244,44
574,6
205,41
757,10
550,36
444,60
176,91
293,11
524,31
653,67
864,68
864,49
358,5
115,92
574,93
133,55
341,40
735,19
32,89
803,65
73,40
835,76
505,9
301,39
427,65
434,23
664,60
795,72
198,39
518,27
314,2
867,79
384,57
62,13
244,36
68,69
386,84
237,87
438,7
824,2
201,77
446,1
239,80
489,67
512,79
246,96
385,58
549,80
180,58
359,61
850,22
3,49
748,28
599,100
485,68
411,33
122,33
156,77
818,72
667,77
856,9
130,51
613,3
894,48
313,19
341,13
559,99
