X,Y,C
575,29,2
172,36,3
403,34,0
749,48,4
310,61,1
327,78,1
507,97,0
409,13,0
587,92,2
457,89,0
702,92,2
96,54,3
589,21,2
562,83,2
38,53,3
120,3,3
437,20,0
520,75,0
257,51,1
445,6,0
415,1,0
186,36,1
825,76,4
34,16,3
604,20,2
734,80,4
780,18,4
148,77,3
380,91,0
46,18,3
638,45,2
755,70,4
61,68,3
831,40,4
146,4,3
49,70,3
185,43,1
573,39,2
389,92,0
469,73,0
804,48,4
60,72,3
771,68,4
624,100,2
155,47,3
255,31,1
293,3,1
416,89,0
379,52,0
290,35,1
208,18,1
786,54,4
307,78,1
710,12,2
30,87,3
57,100,3
391,60,0
204,83,1
84,20,3
544,65,2
618,67,2
359,50,1
783,75,4
628,23,2
718,87,2
225,41,1
186,38,1
689,82,2
464,6,0
861,41,4
183,9,1
765,42,4
228,72,1
37,77,3
283,44,1
240,62,1
835,36,4
13,69,3
372,50,0
377,27,0
201,28,1
59,31,3
283,14,1
716,58,2
761,46,4
524,79,0
404,73,0
214,48,1
808,52,4
485,36,0
882,100,4
602,33,2
357,94,1
815,3,4
607,96,2
344,51,1
668,87,2
417,36,0
105,15,3
460,80,0
460,44,0
676,85,2
276,65,1
558,72,2
772,30,4
854,94,4
348,1,1
354,81,1
52,22,3
266,86,1
246,30,1
482,53,0
10,57,3
244,64,1
104,37,3
594,68,2
553,94,2
874,97,4
687,65,2
394,93,0
710,36,2
772,48,4
324,83,1
666,73,2
626,23,2
629,41,2
13,41,3
868,58,4
135,54,3
525,33,0
267,83,1
16,91,3
720,32,2
652,37,2
799,58,4
830,3,4
709,57,2
293,92,1
316,74,1
390,58,0
217,56,1
675,40,2
519,79,0
132,94,3
501,70,0
317,73,1
115,79,3
76,35,3
121,42,3
455,39,0
174,96,3
86,60,3
876,40,4
505,25,0
477,27,0
282,86,1
608,4,2
688,62,2
75,48,3
503,17,0
336,56,1
419,36,0
558,88,2
494,75,0
858,63,4
99,44,3
366,24,0
265,72,1
197,4,1
803,94,4
882,3,4
687,7,2
345,11,1
506,35,0
622,20,2
509,80,0
41,97,3
637,39,2
85,7,3
354,94,1
370,81,0
68,67,3
60,69,3
175,50,3
423,62,0
286,13,1
236,82,1
230,16,1
437,15,0
805,45,4
645,65,2
499,67,0
239,98,1
90,71,3
195,54,1
128,58,3
450,93,0
360,42,1
130,67,3
606,7,2
413,6,0
745,2,4
862,89,4
584,63,2
673,68,2
189,44,1
328,72,1
147,22,3
51,64,3
481,76,0
210,20,1
151,23,3
707,22,2
345,22,1
526,68,0
699,98,2
899,26,4
288,58,1
123,8,3
607,41,2
12,77,3
120,34,3
525,39,0
36,31,3
534,15,0
214,40,1
318,63,1
696,72,2
180,33,3
434,56,0
793,22,4
334,95,1
88,60,3
773,1,4
268,60,1
275,14,1
801,43,4
851,8,4
116,9,3
239,79,1
321,23,1
773,15,4
880,7,4
146,38,3
737,67,4
598,19,2
465,95,0
706,93,2
521,16,0
417,38,0
315,3,1
459,49,0
841,13,4
594,11,2
218,45,1
798,42,4
610,2,2
769,38,4
782,78,4
486,34,0
459,92,0
96,88,3
514,53,0
102,42,3
82,54,3
801,61,4
463,19,0
359,69,1
485,94,0
705,95,2
188,63,1
678,10,2
410,26,0
412,56,0
133,40,3
504,20,0
787,90,4
202,53,1
381,75,0
190,67,1
214,68,1
647,24,2
727,1,4
246,67,1
486,32,0
183,51,1
115,81,3
510,9,0
822,81,4
167,15,3
847,45,4
340,24,1
36,76,3
274,16,1
129,89,3
76,21,3
254,92,1
168,75,3
41,58,3
97,25,3
147,79,3
142,25,3
584,11,2
817,2,4
858,47,4
574,29,2
339,10,1
423,41,0
847,33,4
329,41,1
658,41,2
380,76,0
342,36,1
5,73,3
745,85,4
52,86,3
14,69,3
259,23,1
643,41,2
860,40,4
129,98,3
88,19,3
459,41,0
126,7,3
491,17,0
361,62,1
101,57,3
393,82,0
419,47,0
868,52,4
293,5,1
466,100,0
14,17,3
638,14,2
850,56,4
448,94,0
224,40,1
575,26,2
632,42,2
476,2,0
898,34,4
291,33,1
533,49,0
85,2,3
834,50,4
209,89,1
527,33,0
501,100,0
115,28,3
484,17,0
587,81,2
93,26,3
418,7,0
281,2,1
833,2,4
898,5,4
473,54,0
397,80,0
480,84,0
835,77,4
701,77,2
801,66,4
58,60,3
762,54,4
194,11,1
494,53,0
305,81,1
43,63,3
771,72,4
120,26,3
415,53,0
272,54,1
321,11,1
230,74,1
278,76,1
720,98,2
389,100,0
634,11,2
887,94,4
385,70,0
191,40,1
857,22,4
536,19,0
887,83,4
80,36,3
173,10,3
312,30,1
286,61,1
318,99,1
358,35,1
620,28,2
175,51,3
95,83,3
174,9,3
883,40,4
896,6,4
668,9,2
675,25,2
91,9,3
584,7,2
609,87,2
741,76,4
608,38,2
893,72,4
647,38,2
684,20,2
701,85,2
646,51,2
29,44,3
357,34,1
282,79,1
225,42,1
675,32,2
432,92,0
69,100,3
650,75,2
629,18,2
555,44,2
316,23,1
678,32,2
406,72,0
296,64,1
438,63,0
270,70,1
148,30,3
139,89,3
887,16,4
312,75,1
150,92,3
648,55,2
481,30,0
349,57,1
426,87,0
344,35,1
792,98,4
878,78,4
280,1,1
842,90,4
568,53,2
353,91,1
60,50,3
680,73,2
426,50,0
878,33,4
726,18,4
766,18,4
478,58,0
343,15,1
395,84,0
455,9,0
768,97,4
105,40,3
779,58,4
430,8,0
828,36,4
723,55,4
8,10,3
838,95,4
870,85,4
556,24,2
81,56,3
875,28,4
343,47,1
750,55,4
188,55,1
751,57,4
899,6,4
657,8,2
666,96,2
779,43,4
7,67,3
375,19,0
229,2,1
120,44,3
145,3,3
50,54,3
241,60,1
580,82,2
153,51,3
40,53,3
333,66,1
856,94,4
719,5,2
288,40,1
468,92,0
580,84,2
122,44,3
30,16,3
145,48,3
667,39,2
745,15,4
821,40,4
6,86,3
309,23,1
6,66,3
193,34,1
269,86,1
10,96,3
377,64,0
708,88,2
120,99,3
889,88,4
802,99,4
558,25,2
18,7,3
529,55,0
381,45,0
793,13,4
759,17,4
509,83,0
186,30,1
883,50,4
60,98,3
811,36,4
326,66,1
752,79,4
842,77,4
154,94,3
627,36,2
479,53,0
711,15,2
43,20,3
783,30,4
107,34,3
276,81,1
695,9,2
304,75,1
53,74,3
782,6,4
67,73,3
153,77,3
34,47,3
293,6,1
650,14,2
507,99,0
507,55,0
119,84,3
217,37,1
34,59,3
26,37,3
891,43,4
705,42,2
607,57,2
815,85,4
326,50,1
117,29,3
234,65,1
173,30,3
352,69,1
137,33,3
36,80,3
363,18,1
426,30,0
50,22,3
6,96,3
487,40,0
600,31,2
698,55,2
139,19,3
518,41,0
121,10,3
856,30,4
543,16,0
215,8,1
9,93,3
440,86,0
848,18,4
558,87,2
395,84,0
835,14,4
487,55,0
460,51,0
425,25,0
86,56,3
788,75,4
834,83,4
657,86,2
376,3,0
760,49,4
593,33,2
227,41,1
544,79,2
518,9,0
13,46,3
128,29,3
405,86,0
560,49,2
395,75,0
520,68,0
433,87,0
56,21,3
678,8,2
555,84,2
280,47,1
495,61,0
138,62,3
551,35,2
706,2,2
302,69,1
433,50,0
507,23,0
887,58,4
130,6,3
691,93,2
343,33,1
602,50,2
582,57,2
30,53,3
442,92,0
509,49,0
759,76,4
491,41,0
62,5,3
85,78,3
484,28,0
145,43,3
613,42,2
194,75,1
313,8,1
22,85,3
232,67,1
629,96,2
571,63,2
399,48,0
332,31,1
386,10,0
470,18,0
885,7,4
426,18,0
33,96,3
452,70,0
569,43,2
163,58,3
319,10,1
715,52,2
636,53,2
872,59,4
676,2,2
173,22,3
846,51,4
788,63,4
86,60,3
741,73,4
21,67,3
310,3,1
49,1,3
83,11,3
239,77,1
711,32,2
500,31,0
894,2,4
406,59,0
874,27,4
552,28,2
44,63,3
183,37,1
384,73,0
493,64,0
54,61,3
99,63,3
50,3,3
716,72,2
534,39,0
269,16,1
301,85,1
874,8,4
373,42,0
285,26,1
240,14,1
695,68,2
805,70,4
859,21,4
439,87,0
868,59,4
856,74,4
314,78,1
703,10,2
274,71,1
81,31,3
673,78,2
831,12,4
884,10,4
750,75,4
670,13,2
646,16,2
2,31,3
646,11,2
552,14,2
711,6,2
411,71,0
23,54,3
393,96,0
145,8,3
805,38,4
207,83,1
424,13,0
246,33,1
345,57,1
58,85,3
320,1,1
315,97,1
207,6,1
471,58,0
324,10,1
334,95,1
631,65,2
535,53,0
28,71,3
611,1,2
163,64,3
87,50,3
440,7,0
277,4,1
560,11,2
744,45,4
150,31,3
743,73,4
879,57,4
212,11,1
692,47,2
868,23,4
564,61,2
407,77,0
438,38,0
32,31,3
829,11,4
605,94,2
438,57,0
522,48,0
242,89,1
552,50,2
301,84,1
197,65,1
860,81,4
120,79,3
548,10,2
873,84,4
249,33,1
183,93,1
581,6,2
497,32,0
655,43,2
334,92,1
14,42,3
298,68,1
514,95,0
556,41,2
659,66,2
119,57,3
511,73,0
653,4,2
360,17,1
643,5,2
252,13,1
711,72,2
319,25,1
102,32,3
151,34,3
144,6,3
45,26,3
813,99,4
815,16,4
449,59,0
37,63,3
809,23,4
89,17,3
158,48,3
459,1,0
373,37,0
316,40,1
655,35,2
833,18,4
691,67,2
695,14,2
246,67,1
96,30,3
279,91,1
525,84,0
607,27,2
836,22,4
150,99,3
352,89,1
606,21,2
565,48,2
165,94,3
3,5,3
130,39,3
786,2,4
19,11,3
475,47,0
252,25,1
159,21,3
635,46,2
819,62,4
134,78,3
142,9,3
588,63,2
500,24,0
229,7,1
184,58,1
620,88,2
554,6,2
815,58,4
307,5,1
596,50,2
10,70,3
350,60,1
195,69,1
427,32,0
857,10,4
493,18,0
414,29,0
487,67,0
472,48,0
565,55,2
573,93,2
433,95,0
677,24,2
408,71,0
614,8,2
553,48,2
823,93,4
78,30,3
211,9,1
592,9,2
162,93,3
195,45,1
604,100,2
830,13,4
786,50,4
167,84,3
601,70,2
513,62,0
877,48,4
269,30,1
683,75,2
737,15,4
36,14,3
51,43,3
537,60,0
98,76,3
27,52,3
497,82,0
684,99,2
833,55,4
521,82,0
681,43,2
38,55,3
865,87,4
588,74,2
133,31,3
855,79,4
91,62,3
850,41,4
551,4,2
688,65,2
830,28,4
291,96,1
42,71,3
374,31,0
747,16,4
20,96,3
593,28,2
831,88,4
175,2,3
534,19,0
871,78,4
493,68,0
684,12,2
616,28,2
217,82,1
746,34,4
823,98,4
816,7,4
338,43,1
441,9,0
838,2,4
291,87,1
256,100,1
390,98,0
246,42,1
887,39,4
621,26,2
584,37,2
712,64,2
892,66,4
359,1,1
689,78,2
704,12,2
881,38,4
633,15,2
816,63,4
250,24,1
202,27,1
446,25,0
390,70,0
597,56,2
793,71,4
67,32,3
505,56,0
671,33,2
856,88,4
39,93,3
187,89,1
341,18,1
586,37,2
23,1,3
134,61,3
416,45,0
274,94,1
270,95,1
291,53,1
416,37,0
536,3,0
520,44,0
741,16,4
477,12,0
193,36,1
121,16,3
807,62,4
780,43,4
831,8,4
725,37,4
578,43,2
584,87,2
397,51,0
75,64,3
893,57,4
348,5,1
89,93,3
847,75,4
430,52,0
400,90,0
625,15,2
880,94,4
597,65,2
592,50,2
460,65,0
677,53,2
157,35,3
711,70,2
363,35,1
116,54,3
805,63,4
267,41,1
155,88,3
705,99,2
307,8,1
400,90,0
900,35,4
741,19,4
560,62,2
557,30,2
461,60,0
760,46,4
461,17,0
81,52,3
342,25,1
578,51,2
341,86,1
530,68,0
550,22,2
119,99,3
339,10,1
708,18,2
589,5,2
548,50,2
349,22,1
120,80,3
197,37,1
423,100,0
487,92,0
263,32,1
298,56,1
255,95,1
109,23,3
514,3,0
496,69,0
786,89,4
713,71,2
403,73,0
820,98,4
379,50,0
496,41,0
767,52,4
532,42,0
87,77,3
223,89,1
766,58,4
597,22,2
323,76,1
396,69,0
22,9,3
488,82,0
708,63,2
725,13,4
141,57,3
753,4,4
497,74,0
266,64,1
141,69,3
882,61,4
60,19,3
188,27,1
206,86,1
471,18,0
201,49,1
886,1,4
742,58,4
315,66,1
490,91,0
172,32,3
848,67,4
889,85,4
155,92,3
404,77,0
71,52,3
59,52,3
82,4,3
221,96,1
188,16,1
322,44,1
475,61,0
585,77,2
189,84,1
693,35,2
57,18,3
2,27,3
182,93,3
211,90,1
747,88,4
608,24,2
868,83,4
218,2,1
684,37,2
294,78,1
412,86,0
226,52,1
555,62,2
73,32,3
275,70,1
268,53,1
603,44,2
138,21,3
803,60,4
726,89,4
871,78,4
28,51,3
890,15,4
507,50,0
685,77,2
152,99,3
457,100,0
316,5,1
536,69,0
275,44,1
102,95,3
116,68,3
406,13,0
470,57,0
741,24,4
667,12,2
891,55,4
15,40,3
883,88,4
494,79,0
155,93,3
286,3,1
199,92,1
263,84,1
285,99,1
135,3,3
508,56,0
538,58,0
195,75,1
874,90,4
507,51,0
266,5,1
137,54,3
332,7,1
260,88,1
204,74,1
712,20,2
686,71,2
72,76,3
299,81,1
782,22,4
563,11,2
652,66,2
502,40,0
447,79,0
480,83,0
143,61,3
865,86,4
631,5,2
485,90,0
374,7,0
793,22,4
198,4,1
774,66,4
572,6,2
746,92,4
363,27,1
153,28,3
817,55,4
205,45,1
743,53,4
871,5,4
361,46,1
482,47,0
161,55,3
804,12,4
342,22,1
153,60,3
17,29,3
444,79,0
592,42,2
666,67,2
427,4,0
276,81,1
731,67,4
747,64,4
450,71,0
294,12,1
784,18,4
827,60,4
755,42,4
100,37,3
522,21,0
766,15,4
686,88,2
343,7,1
408,20,0
11,41,3
511,56,0
163,5,3
383,75,0
895,15,4
850,46,4
627,62,2
216,99,1
538,27,0
833,67,4
684,9,2
386,4,0
131,94,3
73,34,3
654,21,2
886,52,4
34,92,3
728,1,4
438,58,0
607,91,2
659,53,2
11,70,3
370,58,0
896,59,4
50,63,3
4,80,3
799,96,4
410,42,0
795,31,4
774,15,4
161,46,3
118,27,3
807,85,4
140,22,3
480,65,0
512,52,0
472,24,0
742,47,4
218,30,1
490,22,0
863,71,4
885,77,4
81,25,3
87,54,3
493,72,0
760,90,4
656,22,2
132,76,3
369,33,0
884,29,4
571,25,2
544,21,2
164,6,3
634,2,2
684,7,2
87,83,3
627,57,2
854,5,4
41,95,3
634,30,2
816,45,4
147,22,3
443,90,0
529,71,0
334,41,1
773,31,4
2,19,3
59,43,3
429,4,0
638,48,2
182,92,3
115,25,3
751,93,4
827,25,4
622,7,2
404,84,0
11,4,3
5,55,3
605,93,2
164,36,3
615,3,2
374,13,0
607,11,2
672,16,2
471,4,0
535,84,0
582,74,2
186,75,1
307,74,1
372,53,0
346,50,1
432,51,0
739,28,4
783,7,4
708,28,2
472,70,0
118,63,3
679,5,2
378,1,0
526,57,0
175,71,3
253,81,1
629,95,2
650,32,2
527,7,0
835,84,4
689,14,2
149,72,3
265,68,1
329,66,1
734,32,4
591,94,2
358,28,1
105,39,3
415,57,0
639,82,2
764,20,4
37,2,3
733,16,4
44,92,3
805,89,4
448,57,0
97,64,3
237,75,1
659,71,2
494,30,0
317,16,1
812,12,4
452,81,0
738,32,4
609,96,2
673,8,2
164,12,3
325,34,1
289,42,1
400,35,0
855,70,4
727,24,4
470,30,0
188,57,1
262,94,1
259,25,1
537,45,0
575,31,2
733,86,4
50,14,3
264,69,1
218,25,1
267,87,1
745,56,4
790,82,4
760,93,4
553,98,2
33,96,3
828,26,4
8,71,3
141,33,3
503,69,0
671,54,2
743,74,4
731,89,4
207,95,1
850,85,4
490,13,0
879,5,4
525,18,0
181,20,3
740,78,4
544,38,2
891,93,4
507,49,0
297,48,1
367,87,0
340,70,1
808,78,4
564,88,2
94,64,3
701,73,2
486,12,0
471,73,0
831,53,4
494,51,0
378,90,0
147,87,3
281,76,1
342,32,1
376,48,0
563,99,2
479,69,0
832,38,4
46,23,3
809,86,4
285,68,1
399,52,0
223,56,1
260,77,1
783,35,4
604,36,2
273,30,1
589,77,2
445,83,0
567,99,2
301,14,1
866,98,4
103,47,3
710,87,2
439,71,0
14,74,3
105,78,3
716,90,2
357,29,1
699,72,2
789,93,4
775,18,4
145,32,3
301,83,1
170,66,3
230,36,1
599,1,2
215,66,1
53,5,3
639,100,2
190,90,1
775,40,4
419,31,0
231,75,1
539,52,0
550,71,2
279,13,1
432,46,0
191,12,1
565,34,2
364,25,0
585,83,2
168,100,3
839,60,4
269,34,1
355,43,1
651,47,2
422,82,0
555,81,2
616,19,2
733,4,4
739,33,4
631,1,2
677,81,2
114,6,3
827,100,4
339,15,1
288,21,1
848,25,4
446,34,0
700,26,2
488,21,0
376,50,0
108,57,3
126,69,3
149,77,3
677,43,2
899,38,4
163,6,3
104,43,3
431,74,0
107,33,3
142,6,3
604,37,2
570,87,2
836,8,4
743,27,4
532,79,0
195,96,1
73,90,3
345,95,1
684,18,2
648,32,2
641,73,2
731,19,4
449,42,0
415,19,0
217,36,1
231,85,1
607,24,2
41,62,3
410,79,0
281,100,1
323,3,1
522,94,0
471,82,0
271,30,1
126,83,3
104,95,3
845,14,4
678,90,2
781,39,4
290,3,1
136,10,3
47,92,3
468,93,0
710,45,2
779,79,4
796,39,4
230,43,1
645,19,2
168,83,3
390,9,0
293,94,1
484,6,0
239,48,1
667,82,2
653,2,2
724,52,4
333,59,1
270,99,1
857,63,4
667,14,2
680,67,2
452,46,0
375,50,0
608,48,2
862,73,4
463,93,0
700,23,2
524,58,0
595,40,2
271,47,1
747,42,4
358,58,1
280,24,1
392,41,0
293,78,1
800,70,4
129,26,3
215,82,1
689,60,2
217,53,1
408,49,0
56,24,3
470,83,0
315,49,1
285,3,1
292,63,1
852,89,4
898,20,4
640,61,2
32,2,3
5,55,3
422,59,0
645,85,2
154,30,3
815,76,4
116,75,3
340,71,1
361,100,1
795,3,4
244,39,1
820,62,4
659,69,2
679,39,2
355,83,1
121,97,3
429,60,0
364,34,0
507,70,0
280,94,1
83,32,3
645,9,2
491,55,0
789,98,4
270,46,1
472,43,0
142,92,3
619,85,2
607,96,2
115,34,3
148,73,3
702,98,2
710,74,2
307,60,1
98,48,3
492,82,0
842,84,4
860,26,4
664,11,2
653,68,2
510,24,0
717,32,2
352,7,1
675,41,2
310,67,1
560,32,2
240,15,1
92,87,3
570,34,2
739,68,4
793,96,4
145,45,3
659,66,2
771,75,4
62,33,3
468,27,0
377,84,0
211,7,1
242,70,1
380,1,0
567,47,2
743,85,4
626,30,2
827,79,4
708,11,2
768,96,4
896,12,4
874,37,4
677,73,2
652,60,2
888,46,4
166,45,3
769,97,4
503,68,0
872,23,4
225,24,1
140,6,3
183,92,1
393,26,0
152,55,3
270,82,1
31,3,3
585,84,2
15,27,3
446,35,0
364,98,0
827,39,4
666,47,2
825,7,4
874,63,4
381,37,0
832,92,4
264,76,1
404,16,0
621,11,2
664,77,2
367,97,0
816,36,4
301,93,1
793,42,4
876,73,4
564,37,2
365,71,0
690,99,2
792,92,4
247,29,1
841,9,4
402,77,0
744,45,4
141,27,3
225,63,1
714,26,2
472,91,0
168,56,3
54,80,3
451,66,0
462,52,0
477,63,0
432,58,0
854,91,4
393,13,0
91,26,3
385,72,0
606,11,2
837,43,4
692,4,2
187,50,1
68,63,3
634,100,2
507,47,0
281,79,1
145,68,3
607,52,2
555,68,2
769,53,4
439,21,0
308,65,1
824,67,4
239,83,1
707,97,2
110,94,3
286,80,1
721,58,2
808,51,4
822,97,4
783,38,4
899,31,4
136,22,3
351,61,1
356,76,1
225,28,1
439,18,0
94,66,3
891,14,4
298,14,1
372,32,0
578,53,2
345,48,1
134,79,3
320,25,1
720,38,2
646,33,2
724,54,4
646,64,2
96,86,3
698,23,2
578,43,2
613,72,2
67,63,3
511,48,0
572,15,2
199,23,1
223,93,1
462,98,0
851,76,4
557,96,2
245,45,1
757,49,4
234,74,1
677,58,2
364,5,0
603,97,2
172,36,3
58,40,3
180,1,3
667,52,2
358,58,1
272,80,1
348,3,1
273,58,1
437,3,0
268,81,1
186,83,1
114,18,3
345,59,1
776,11,4
407,95,0
643,32,2
299,83,1
190,75,1
259,45,1
188,41,1
888,95,4
224,92,1
433,59,0
749,51,4
123,76,3
243,82,1
819,33,4
375,2,0
48,62,3
99,66,3
40,72,3
710,57,2
194,33,1
373,32,0
842,95,4
42,9,3
325,17,1
439,4,0
318,12,1
248,18,1
329,81,1
746,48,4
553,34,2
121,65,3
181,34,3
399,14,0
783,3,4
543,75,0
458,86,0
638,40,2
748,16,4
707,32,2
796,96,4
272,43,1
340,37,1
504,31,0
119,4,3
832,21,4
349,46,1
582,71,2
440,81,0
14,93,3
128,53,3
568,72,2
252,64,1
652,70,2
335,81,1
745,85,4
153,20,3
672,68,2
885,68,4
537,74,0
428,15,0
676,45,2
740,96,4
844,57,4
900,74,4
817,69,4
269,50,1
240,10,1
574,35,2
775,52,4
141,83,3
434,54,0
495,49,0
362,4,1
519,97,0
406,10,0
818,40,4
146,17,3
580,72,2
892,9,4
524,50,0
106,50,3
681,35,2
721,55,2
509,18,0
713,75,2
759,27,4
824,43,4
31,30,3
73,10,3
278,43,1
216,4,1
669,60,2
419,6,0
23,60,3
783,93,4
169,23,3
283,99,1
875,80,4
250,1,1
260,63,1
803,59,4
828,25,4
419,38,0
499,79,0
825,56,4
57,42,3
675,5,2
641,24,2
46,8,3
123,39,3
256,88,1
816,54,4
835,69,4
504,47,0
306,80,1
64,75,3
855,72,4
15,36,3
681,25,2
414,92,0
270,98,1
508,34,0
757,68,4
678,1,2
235,52,1
112,21,3
230,19,1
732,56,4
573,4,2
847,74,4
530,34,0
221,49,1
187,63,1
422,40,0
167,30,3
430,88,0
774,65,4
742,9,4
750,75,4
193,38,1
564,80,2
554,38,2
30,78,3
823,89,4
39,77,3
590,51,2
720,56,2
523,47,0
99,100,3
802,71,4
729,77,4
777,85,4
780,73,4
648,28,2
73,54,3
616,73,2
744,97,4
174,61,3
580,14,2
466,98,0
568,38,2
721,52,2
410,52,0
405,11,0
883,60,4
223,91,1
551,70,2
858,96,4
582,86,2
862,25,4
369,27,0
229,68,1
838,97,4
542,29,0
485,57,0
574,47,2
518,82,0
813,37,4
780,90,4
232,49,1
548,52,2
893,70,4
283,23,1
256,14,1
519,75,0
445,99,0
702,75,2
740,79,4
418,26,0
577,20,2
47,24,3
110,89,3
659,36,2
394,57,0
621,35,2
685,90,2
96,29,3
23,86,3
886,67,4
827,71,4
142,65,3
93,1,3
859,50,4
598,39,2
153,42,3
557,46,2
458,36,0
402,8,0
407,65,0
202,69,1
844,6,4
689,91,2
587,19,2
204,40,1
804,22,4
465,27,0
321,28,1
401,28,0
704,60,2
518,60,0
319,94,1
398,71,0
599,56,2
97,40,3
228,69,1
473,79,0
320,62,1
193,15,1
84,37,3
811,93,4
58,86,3
447,2,0
540,7,0
132,27,3
865,87,4
173,64,3
727,37,4
787,50,4
699,82,2
769,20,4
154,84,3
344,100,1
295,52,1
685,33,2
475,81,0
429,65,0
805,61,4
178,14,3
885,21,4
167,23,3
728,41,4
261,51,1
459,8,0
414,87,0
303,59,1
87,96,3
142,34,3
358,13,1
508,31,0
611,70,2
329,32,1
409,33,0
639,88,2
92,76,3
781,67,4
47,96,3
169,72,3
154,2,3
415,17,0
144,99,3
206,35,1
660,34,2
227,6,1
304,46,1
601,67,2
145,49,3
224,66,1
171,23,3
796,12,4
857,71,4
608,67,2
694,54,2
386,80,0
624,41,2
483,90,0
426,57,0
118,56,3
15,100,3
883,44,4
551,63,2
566,100,2
878,39,4
508,97,0
313,25,1
28,17,3
320,65,1
613,24,2
470,82,0
73,91,3
790,100,4
241,100,1
672,31,2
552,45,2
566,45,2
116,84,3
526,82,0
436,86,0
193,25,1
375,75,0
310,31,1
411,28,0
6,1,3
891,45,4
415,9,0
715,75,2
873,27,4
303,94,1
497,91,0
5,44,3
504,62,0
373,23,0
643,44,2
292,50,1
760,60,4
385,28,0
359,91,1
446,44,0
725,20,4
202,74,1
755,95,4
503,39,0
439,58,0
757,90,4
245,65,1
13,20,3
465,97,0
196,90,1
492,59,0
587,48,2
338,68,1
596,2,2
431,87,0
492,15,0
486,39,0
840,74,4
283,86,1
91,78,3
815,19,4
842,39,4
21,10,3
767,3,4
1,30,3
111,71,3
658,44,2
705,44,2
796,30,4
601,24,2
356,34,1
190,52,1
662,9,2
281,47,1
17,39,3
431,21,0
113,4,3
727,23,4
857,28,4
154,36,3
879,7,4
190,32,1
526,96,0
238,44,1
429,40,0
256,97,1
843,39,4
143,12,3
623,37,2
285,2,1
762,48,4
